'article_id', 'similarity'
'12104630-70', 0.99609375
'12104710-10', 0.99609375
'12104910-10', 0.99609375
'12105010-60', 0.99609375
'12105230-10', 0.99609375
'12105230-21', 0.99609375
'12105310-10', 0.99609375
'12105420-10', 0.99609375
'12105420-60', 0.99609375
'12105420-70', 0.99609375
'12105510-10', 0.99609375
'12105510-60', 0.99609375
'12105510-63', 0.99609375
'12105520-61', 0.99609375
'12105520-70', 0.99609375
'12105530-64', 0.99609375
'12105621-10', 0.984375
'12105720-50', 0.99609375
'12105820-60', 0.99609375
'12105920-10', 0.99609375
'12106020-11', 0.99609375
'12106020-50', 0.99609375
'12106020-70', 0.99609375
'12106210-10', 0.99609375
'12106310-10', 0.99609375
'12106581-11', 0.99609375
'12106610-10', 0.984375
'12106610-63', 0.984375
'12106810-20', 0.98828125
'12106810-60', 0.99609375
'12106810-64', 0.99609375
'12106920-63', 0.984375
'12106920-50', 0.984375
'12107010-60', 0.99609375
'12107210-10', 0.99609375
'12107210-60', 0.99609375
'12107410-10', 0.99609375
'12107410-60', 0.99609375
'12107510-10', 0.99609375
'12107681-50', 0.98828125
'12107681-11', 0.98828125
'12108080-11', 0.984375
'12108080-64', 0.984375
'12108130-10', 0.984375
'12108130-32', 0.984375
'12108130-50', 0.984375
'12108210-60', 0.99609375
'12108320-11', 0.984375
'12108410-61', 0.99609375
'12108520-64', 0.984375
'12108520-10', 0.984375
'12108610-63', 0.984375
'12108780-50', 0.984375
'12108780-10', 0.984375
'12108810-10', 0.99609375
'12108810-11', 0.99609375
'12109010-10', 0.99609375
'12109210-63', 0.984375
'12109320-64', 0.984375
'12109410-10', 0.984375
'12109510-10', 0.99609375
'12109710-70', 0.99609375
'12109881-10', 0.99609375
'12109881-50', 0.99609375
'12109910-10', 0.984375
'12109910-64', 0.984375
'12110110-61', 0.99609375
'12110220-10', 0.99609375
'12110320-60', 0.99609375
'12110410-10', 0.99609375
'12110420-60', 0.99609375
'12110610-20', 0.98828125
'12110620-70', 0.99609375
'12110920-63', 0.99609375
'12111020-61', 0.984375
'12111020-50', 0.984375
'12111180-29', 0.98828125
'12111420-60', 0.99609375
'12111420-70', 0.99609375
'12111510-10', 0.99609375
'12111510-60', 0.99609375
'12111620-60', 0.984375
'12111720-60', 0.99609375
'12111820-60', 0.99609375
'12111910-10', 0.99609375
'12112020-10', 0.99609375
'12112220-10', 0.99609375
'12112310-10', 0.99609375
'12112520-64', 0.99609375
'12112620-10', 0.99609375
'12112620-70', 0.99609375
'12112710-10', 0.99609375
'12112710-60', 0.99609375
'12112820-60', 0.99609375
'12112820-10', 0.99609375
'12112920-10', 0.99609375
'12112920-70', 0.99609375
'12113280-70', 0.984375
'12113280-50', 0.984375
'12113280-40', 0.984375
'12113280-11', 0.984375
'12113310-50', 0.99609375
'12113310-10', 0.99609375
'12113450-20', 0.98828125
'12113510-10', 0.99609375
'12113510-20', 0.98828125
'12113610-20', 0.98828125
'12113750-83', 0.99609375
'12113881-10', 0.99609375
'12113881-35', 0.99609375
'12113881-70', 0.99609375
'12114010-60', 0.99609375
'12114030-60', 0.99609375
'12114130-70', 0.99609375
'12114210-10', 0.99609375
'12114210-60', 0.99609375
'12114230-70', 0.99609375
'12114330-10', 0.99609375
'12114330-30', 0.99609375
'12114330-50', 0.99609375
'12114330-92', 0.99609375
'12114520-60', 0.99609375
'12114520-70', 0.99609375
'12114630-10', 0.99609375
'12114630-70', 0.99609375
'12114720-70', 0.99609375
'12114810-20', 0.98828125
'12115010-10', 0.99609375
'12115130-72', 0.99609375
'12115210-10', 0.99609375
'12115210-60', 0.99609375
'12115210-62', 0.99609375
'12115330-64', 0.99609375
'12115430-70', 0.99609375
'12115510-10', 0.99609375
'12115630-70', 0.99609375
'12115710-60', 0.99609375
'12115810-10', 0.99609375
'12115810-61', 0.99609375
'12116010-10', 0.99609375
'12116020-60', 0.99609375
'12116020-64', 0.99609375
'12116230-60', 0.99609375
'12116230-64', 0.99609375
'12116330-61', 0.99609375
'12116420-70', 0.99609375
'12116510-16', 0.99609375
'12116510-70', 0.99609375
'12116610-20', 0.98828125
'12116610-54', 0.99609375
'12116710-60', 0.99609375
'12116810-10', 0.99609375
'12116812-63', 0.99609375
'12116910-10', 0.99609375
'12116920-60', 0.99609375
'12117010-10', 0.99609375
'12117010-51', 0.99609375
'12117210-10', 0.99609375
'12117310-10', 0.99609375
'12117312-11', 0.99609375
'12117312-60', 0.99609375
'12117312-70', 0.99609375
'12117412-62', 0.99609375
'12117412-70', 0.99609375
'12117630-10', 0.9921875
'12117630-60', 0.9921875
'12117710-11', 0.99609375
'12117810-10', 0.99609375
'12117812-70', 0.99609375
'12117920-70', 0.99609375
'12118020-70', 0.99609375
'12118110-10', 0.99609375
'12118230-60', 0.99609375
'12118230-70', 0.99609375
'12118310-10', 0.99609375
'12118310-20', 0.98828125
'12118310-60', 0.99609375
'12118410-30', 0.99609375
'12118410-60', 0.99609375
'12118730-60', 0.99609375
'12118810-60', 0.99609375
'12118912-60', 0.99609375
'12118912-70', 0.99609375
'12119010-11', 0.99609375
'12119110-21', 0.99609375
'12119110-10', 0.99609375
'12119330-83', 0.99609375
'12119610-30', 0.99609375
'12119610-40', 0.99609375
'12119710-60', 0.99609375
'12119710-70', 0.99609375
'12119720-70', 0.99609375
'12119830-10', 0.99609375
'12119830-60', 0.99609375
'12119830-62', 0.99609375
'12119830-70', 0.99609375
'12120020-10', 0.99609375
'12120020-60', 0.99609375
'12120020-64', 0.99609375
'12120020-70', 0.99609375
'12120110-10', 0.99609375
'12120110-60', 0.99609375
'12120230-60', 0.99609375
'12120230-70', 0.99609375
'12120330-11', 0.99609375
'12120330-30', 0.99609375
'12120430-70', 0.99609375
'12120530-70', 0.99609375
'12120620-70', 0.99609375
'12120620-62', 0.99609375
'12120710-10', 0.99609375
'12120710-60', 0.99609375
'12120720-62', 0.99609375
'12120835-10', 0.99609375
'12120835-64', 0.99609375
'12120910-10', 0.99609375
'12121010-10', 0.99609375
'12121010-20', 0.98828125
'12121130-10', 0.99609375
'12121310-60', 0.99609375
'12121312-60', 0.99609375
'12121410-20', 0.98828125
'12121510-70', 0.99609375
'12121510-91', 0.99609375
'12121710-10', 0.99609375
'12121720-60', 0.99609375
'12121810-50', 0.99609375
'12121910-10', 0.99609375
'12121910-60', 0.99609375
'12121910-80', 0.99609375
'12122010-10', 0.99609375
'12122020-61', 0.99609375
'12122120-60', 0.99609375
'12122210-10', 0.99609375
'12122210-62', 0.99609375
'12122310-20', 0.98828125
'12122410-60', 0.99609375
'12122510-10', 0.99609375
'12122620-10', 0.99609375
'12122620-62', 0.99609375
'12122810-10', 0.99609375
'12123010-60', 0.99609375
'12123210-10', 0.99609375
'12123210-30', 0.99609375
'12123310-10', 0.99609375
'12123310-19', 0.99609375
'12123310-20', 0.98828125
'12123310-60', 0.99609375
'12123410-10', 0.99609375
'12123410-20', 0.98828125
'12123510-60', 0.99609375
'12123510-70', 0.99609375
'12123610-20', 0.984375
'12123610-60', 0.9921875
'12123710-10', 0.99609375
'12123710-20', 0.98828125
'12123810-10', 0.99609375
'12123910-10', 0.99609375
'12124010-60', 0.99609375
'12124010-63', 0.99609375
'12124110-60', 0.99609375
'12124110-62', 0.99609375
'12124310-10', 0.99609375
'12124410-10', 0.99609375
'12124410-60', 0.99609375
'12124510-60', 0.99609375
'12124610-20', 0.98828125
'12124610-60', 0.99609375
'12124720-50', 0.99609375
'12124720-60', 0.99609375
'12124810-10', 0.99609375
'12124810-62', 0.99609375
'12124910-63', 0.99609375
'12125010-10', 0.99609375
'12125010-20', 0.98828125
'12125010-60', 0.99609375
'12125130-63', 0.99609375
'12125210-10', 0.99609375
'12125310-35', 0.99609375
'12125310-50', 0.99609375
'12125310-60', 0.99609375
'12125412-10', 0.9921875
'12125412-60', 0.9921875
'12125412-80', 0.9921875
'12125412-92', 0.9921875
'12125510-10', 0.984375
'12125530-50', 0.984375
'12125620-10', 0.99609375
'12125620-64', 0.99609375
'12125710-10', 0.99609375
'12125810-20', 0.98828125
'12125810-60', 0.99609375
'12125910-10', 0.99609375
'12125910-60', 0.99609375
'12126010-62', 0.99609375
'12126120-70', 0.99609375
'12126120-60', 0.99609375
'12126210-60', 0.99609375
'12126350-50', 0.99609375
'12126350-70', 0.99609375
'12126430-11', 0.99609375
'12126430-35', 0.99609375
'12126430-70', 0.99609375
'12126510-10', 0.99609375
'12126510-60', 0.99609375
'12126510-62', 0.99609375
'12126510-63', 0.99609375
'12126530-70', 0.99609375
'12126710-10', 0.99609375
'12126750-70', 0.99609375
'12126810-60', 0.99609375
'12126910-20', 0.98828125
'12126910-60', 0.99609375
'12127030-70', 0.99609375
'12127110-60', 0.99609375
'12127130-60', 0.99609375
'12127130-62', 0.99609375
'12127210-10', 0.99609375
'12127210-63', 0.99609375
'12127320-60', 0.99609375
'12127320-62', 0.99609375
'12127410-50', 0.99609375
'12127410-60', 0.99609375
'12127620-10', 0.99609375
'12127620-64', 0.99609375
'12127710-10', 0.99609375
'12127720-60', 0.99609375
'12127720-62', 0.99609375
'12127720-64', 0.99609375
'12127810-10', 0.99609375
'12127810-60', 0.99609375
'12127910-10', 0.99609375
'12128010-10', 0.99609375
'12128110-10', 0.99609375
'12128210-10', 0.99609375
'12128310-10', 0.99609375
'12128310-60', 0.99609375
'12128410-60', 0.99609375
'12128510-63', 0.99609375
'12128610-10', 0.99609375
'12128610-60', 0.99609375
'12128610-62', 0.99609375
'12128710-10', 0.99609375
'12128710-60', 0.99609375
'12128710-70', 0.99609375
'12128810-10', 0.99609375
'12128910-10', 0.99609375
'12129030-70', 0.99609375
'12129110-10', 0.99609375
'12129210-10', 0.99609375
'12129320-60', 0.99609375
'12129420-70', 0.99609375
'12129420-60', 0.99609375
'12129520-60', 0.99609375
'12129610-63', 0.99609375
'12129710-60', 0.99609375
'12129710-20', 0.98828125
'12129810-63', 0.99609375
'12129810-20', 0.98828125
'12129910-60', 0.99609375
'12129910-10', 0.99609375
'12130010-63', 0.99609375
'12130010-10', 0.99609375
'12130110-20', 0.984375
'12130110-10', 0.9921875
'12130220-60', 0.99609375
'12130310-60', 0.99609375
'12130420-11', 0.99609375
'12130420-64', 0.99609375
'12130510-10', 0.99609375
'12130510-20', 0.98828125
'12130510-60', 0.99609375
'12130510-62', 0.99609375
'12130510-70', 0.99609375
'12130510-92', 0.99609375
'12130610-10', 0.99609375
'12130710-60', 0.99609375
'12130710-10', 0.99609375
'12130720-70', 0.99609375
'12130810-20', 0.98828125
'12130910-20', 0.98828125
'12130910-60', 0.99609375
'12131010-20', 0.984375
'12131010-21', 0.9921875
'12131030-11', 0.98046875
'12131030-12', 0.98046875
'12131030-20', 0.97265625
'12131030-50', 0.98046875
'12131030-60', 0.98046875
'12131030-70', 0.98046875
'12131110-20', 0.98828125
'12131110-60', 0.99609375
'12131110-62', 0.99609375
'12131210-60', 0.99609375
'12131320-60', 0.99609375
'12131410-60', 0.99609375
'12131510-62', 0.99609375
'12131510-10', 0.99609375
'12131610-60', 0.99609375
'12131720-60', 0.99609375
'12131720-70', 0.99609375
'12131820-62', 0.99609375
'12131910-62', 0.99609375
'12132010-10', 0.99609375
'12132110-20', 0.98828125
'12132110-60', 0.99609375
'12132210-10', 0.99609375
'12132310-10', 0.99609375
'12132320-10', 0.99609375
'12132320-62', 0.99609375
'12132410-62', 0.99609375
'12132510-50', 0.99609375
'12132610-10', 0.99609375
'12132720-62', 0.99609375
'12132810-60', 0.99609375
'12132910-10', 0.99609375
'12132910-60', 0.99609375
'12133030-10', 0.99609375
'12133030-60', 0.99609375
'12133110-10', 0.99609375
'12133110-60', 0.99609375
'12133110-63', 0.99609375
'12133210-10', 0.99609375
'12133210-60', 0.99609375
'12133310-10', 0.99609375
'12133410-10', 0.99609375
'12133410-62', 0.99609375
'12133510-10', 0.99609375
'12133610-10', 0.99609375
'12133710-10', 0.99609375
'12133710-21', 0.99609375
'12133710-60', 0.99609375
'12133810-10', 0.99609375
'12133810-60', 0.99609375
'12133930-11', 0.99609375
'12133930-35', 0.99609375
'12133930-70', 0.99609375
'12134010-60', 0.99609375
'12134010-70', 0.99609375
'12134120-70', 0.99609375
'12134210-60', 0.99609375
'12134310-10', 0.99609375
'12134310-60', 0.99609375
'12134410-60', 0.99609375
'12134510-10', 0.99609375
'12134610-10', 0.99609375
'12134710-10', 0.99609375
'12134920-64', 0.99609375
'12135010-20', 0.984375
'12135110-60', 0.99609375
'12135210-20', 0.98828125
'12135230-70', 0.99609375
'12135310-62', 0.99609375
'12135310-10', 0.99609375
'12135330-70', 0.99609375
'12135330-60', 0.99609375
'12135410-62', 0.99609375
'12135510-60', 0.99609375
'12135530-70', 0.99609375
'12135610-60', 0.99609375
'12135610-10', 0.99609375
'12135710-10', 0.99609375
'12135810-60', 0.99609375
'12135920-60', 0.99609375
'12136010-60', 0.99609375
'12136110-20', 0.98828125
'12136110-63', 0.99609375
'12136210-60', 0.99609375
'12136310-60', 0.99609375
'12136420-10', 0.99609375
'12136520-60', 0.99609375
'12136520-64', 0.99609375
'12136610-20', 0.98828125
'12136610-60', 0.99609375
'12136710-60', 0.99609375
'12136810-60', 0.99609375
'12136910-21', 0.99609375
'12136910-60', 0.99609375
'12137010-20', 0.98828125
'12137110-10', 0.99609375
'12137210-20', 0.98828125
'12137210-60', 0.99609375
'12137310-10', 0.99609375
'12137420-60', 0.99609375
'12137510-60', 0.99609375
'12137610-10', 0.99609375
'12137710-10', 0.99609375
'12137710-62', 0.99609375
'12137810-10', 0.99609375
'12137910-10', 0.99609375
'12138010-11', 0.99609375
'12138010-60', 0.99609375
'12138110-10', 0.99609375
'12138210-10', 0.99609375
'12138310-10', 0.99609375
'12138410-10', 0.99609375
'12138510-10', 0.99609375
'12138610-10', 0.99609375
'12138710-10', 0.99609375
'12138810-10', 0.99609375
'12138910-10', 0.99609375
'12139010-62', 0.99609375
'12139110-10', 0.99609375
'12139110-60', 0.99609375
'12139210-10', 0.99609375
'12139310-11', 0.99609375
'12139410-20', 0.98828125
'12139410-60', 0.99609375
'12139510-20', 0.984375
'12139510-60', 0.9921875
'12139610-63', 0.99609375
'12139720-50', 0.99609375
'12139720-60', 0.99609375
'12139830-60', 0.99609375
'12139830-70', 0.99609375
'12139910-19', 0.99609375
'12139910-60', 0.99609375
'12140010-10', 0.99609375
'12140010-21', 0.99609375
'12140010-60', 0.99609375
'12140010-70', 0.99609375
'12140110-10', 0.99609375
'12140110-20', 0.98828125
'12140110-60', 0.99609375
'12140210-10', 0.99609375
'12140210-63', 0.99609375
'12140310-60', 0.99609375
'12140410-10', 0.99609375
'12140410-20', 0.98828125
'12140510-10', 0.9921875
'12140510-63', 0.9921875
'12140610-10', 0.99609375
'12140710-10', 0.99609375
'12140710-20', 0.98828125
'12140710-60', 0.99609375
'12140730-63', 0.99609375
'12140730-70', 0.99609375
'12140810-10', 0.99609375
'12140810-60', 0.99609375
'12140910-60', 0.99609375
'12140910-10', 0.99609375
'12141010-10', 0.99609375
'12141010-60', 0.99609375
'12141130-11', 0.99609375
'12141130-20', 0.98828125
'12141210-20', 0.98828125
'12141330-70', 0.99609375
'12141410-60', 0.99609375
'12141510-20', 0.98828125
'12141610-60', 0.99609375
'12141710-10', 0.99609375
'12141810-10', 0.99609375
'12141810-63', 0.99609375
'12141930-70', 0.99609375
'12142030-50', 0.99609375
'12142030-70', 0.99609375
'12142110-50', 0.99609375
'12142110-60', 0.99609375
'12142210-10', 0.99609375
'12142210-11', 0.99609375
'12142210-62', 0.99609375
'12142310-62', 0.99609375
'12142310-10', 0.99609375
'12142410-64', 0.99609375
'12142410-62', 0.99609375
'12142410-60', 0.99609375
'12142410-10', 0.99609375
'12142510-10', 0.99609375
'12142630-70', 0.99609375
'12142710-60', 0.99609375
'12142830-11', 0.99609375
'12142910-10', 0.99609375
'12143010-10', 0.99609375
'12143030-60', 0.99609375
'12143110-10', 0.99609375
'12143210-10', 0.99609375
'12143310-10', 0.99609375
'12143410-20', 0.98828125
'12143510-10', 0.99609375
'12143510-60', 0.99609375
'12143510-63', 0.99609375
'12143630-50', 0.99609375
'12143710-10', 0.99609375
'12143710-20', 0.98828125
'12143810-60', 0.99609375
'12143920-60', 0.99609375
'12144010-10', 0.99609375
'12144010-63', 0.99609375
'12144110-60', 0.99609375
'12144210-11', 0.99609375
'12144310-10', 0.99609375
'12144310-60', 0.99609375
'12144310-62', 0.99609375
'12144310-63', 0.99609375
'12144310-69', 0.99609375
'12144320-62', 0.99609375
'12144410-10', 0.99609375
'12144420-10', 0.9921875
'12144510-10', 0.99609375
'12144510-11', 0.99609375
'12144510-21', 0.99609375
'12144510-60', 0.99609375
'12144640-10', 0.99609375
'12144730-60', 0.99609375
'12144810-20', 0.98828125
'12144920-50', 0.99609375
'12144930-70', 0.99609375
'12145010-10', 0.99609375
'12145110-60', 0.99609375
'12145210-10', 0.99609375
'12145310-10', 0.99609375
'12145410-10', 0.99609375
'12145520-10', 0.99609375
'12145520-60', 0.99609375
'12145610-10', 0.99609375
'12145610-60', 0.99609375
'12145710-11', 0.9921875
'12145710-70', 0.9921875
'12145850-70', 0.99609375
'12145920-10', 0.99609375
'12146020-60', 0.99609375
'12146110-10', 0.99609375
'12146210-60', 0.99609375
'12146310-62', 0.99609375
'12146410-10', 0.99609375
'12146510-10', 0.99609375
'12146610-10', 0.99609375
'12146710-10', 0.99609375
'12146810-10', 0.99609375
'12146810-60', 0.99609375
'12146910-10', 0.99609375
'12147010-10', 0.99609375
'12147030-10', 0.99609375
'12147030-60', 0.99609375
'12147030-63', 0.99609375
'12147110-10', 0.99609375
'12147210-10', 0.99609375
'12147310-10', 0.99609375
'12147410-10', 0.99609375
'12147410-11', 0.99609375
'12147510-10', 0.99609375
'12147610-10', 0.98828125
'12147620-60', 0.98828125
'12147810-60', 0.99609375
'12147920-60', 0.99609375
'12148010-10', 0.99609375
'12148110-60', 0.99609375
'12148210-60', 0.99609375
'12148310-10', 0.99609375
'12148410-60', 0.99609375
'12148530-10', 0.99609375
'12148610-10', 0.99609375
'12148610-63', 0.99609375
'12148710-60', 0.9921875
'12148810-10', 0.984375
'12148810-60', 0.984375
'12148810-62', 0.984375
'12148910-10', 0.99609375
'12149010-10', 0.99609375
'12149130-70', 0.984375
'12149130-11', 0.984375
'12149130-50', 0.984375
'12149130-60', 0.984375
'12149130-64', 0.984375
'12149210-10', 0.9921875
'12149210-60', 0.9921875
'12149330-50', 0.99609375
'12149330-60', 0.99609375
'12149330-64', 0.99609375
'12149330-70', 0.99609375
'12149420-50', 0.984375
'12149420-60', 0.984375
'12149420-63', 0.984375
'12149510-10', 0.9921875
'12149510-11', 0.9921875
'12149510-21', 0.9921875
'12149510-60', 0.9921875
'12149610-10', 0.99609375
'12149610-60', 0.99609375
'12149610-62', 0.99609375
'12149710-60', 0.99609375
'12149810-10', 0.99609375
'12149810-62', 0.99609375
'12149910-10', 0.99609375
'12149910-60', 0.99609375
'12149910-62', 0.99609375
'12149910-70', 0.99609375
'12150020-60', 0.99609375
'12150110-10', 0.99609375
'12150110-60', 0.99609375
'12150210-10', 0.99609375
'12150310-10', 0.99609375
'12150410-10', 0.9921875
'12150410-60', 0.9921875
'12150510-10', 0.9921875
'12150610-10', 0.99609375
'12150710-10', 0.99609375
'12150830-70', 0.9921875
'12150910-10', 0.99609375
'12151010-10', 0.98828125
'12151010-60', 0.98828125
'12151010-62', 0.98828125
'12151120-50', 0.9921875
'12151120-60', 0.9921875
'12151120-70', 0.9921875
'12151210-10', 0.99609375
'12151210-11', 0.99609375
'12151210-60', 0.99609375
'12151310-60', 0.99609375
'12151410-60', 0.99609375
'12151510-10', 0.99609375
'12151610-10', 0.99609375
'12151710-60', 0.99609375
'12151820-60', 0.99609375
'12151910-10', 0.99609375
'12151910-60', 0.99609375
'12152010-60', 0.99609375
'12152120-60', 0.99609375
'12152120-70', 0.99609375
'12152210-10', 0.99609375
'12152210-60', 0.99609375
'12152310-10', 0.9921875
'12152410-63', 0.99609375
'12152510-10', 0.99609375
'12152510-63', 0.99609375
'12152630-60', 0.984375
'12152630-62', 0.984375
'12152630-70', 0.984375
'12152720-11', 0.99609375
'12152830-72', 0.99609375
'12152910-60', 0.99609375
'12153010-10', 0.99609375
'12153110-62', 0.99609375
'12153210-10', 0.99609375
'12153310-10', 0.99609375
'12153310-60', 0.99609375
'12153410-60', 0.99609375
'12153510-60', 0.98828125
'12153610-60', 0.99609375
'12153610-20', 0.98828125
'12153730-12', 0.9921875
'12153730-80', 0.9921875
'12153810-10', 0.99609375
'12153910-60', 0.98828125
'12154010-10', 0.99609375
'12154110-10', 0.984375
'12154110-60', 0.984375
'12154220-10', 0.98828125
'12154220-60', 0.98828125
'12154380-50', 0.9765625
'12154380-80', 0.9765625
'12154420-10', 0.984375
'12154420-64', 0.984375
'12154520-64', 0.9921875
'12154630-72', 0.98828125
'12154720-10', 0.984375
'12154720-11', 0.984375
'12154720-14', 0.984375
'12154720-19', 0.984375
'12154830-70', 0.99609375
'12154930-50', 0.98828125
'12154930-62', 0.98828125
'12154930-70', 0.98828125
'12154930-72', 0.98828125
'12155020-55', 0.984375
'12155130-50', 0.984375
'12155130-30', 0.984375
'12155130-70', 0.984375
'12155230-63', 0.984375
'12155230-64', 0.984375
'12155310-62', 0.99609375
'12155330-11', 0.98828125
'12155480-10', 0.984375
'12155480-50', 0.984375
'12155510-50', 0.984375
'12155680-11', 0.98046875
'12155710-60', 0.984375
'12155710-70', 0.984375
'12155810-10', 0.9921875
'12155810-60', 0.9921875
'12155910-11', 0.98046875
'12155910-60', 0.98046875
'12156010-50', 0.984375
'12156110-10', 0.984375
'12156110-62', 0.984375
'12156210-10', 0.984375
'12156210-60', 0.984375
'12156330-11', 0.984375
'12156410-10', 0.984375
'12156510-10', 0.984375
'12156610-10', 0.984375
'12156730-50', 0.984375
'12156730-64', 0.984375
'12156820-10', 0.98828125
'12156820-60', 0.98828125
'12156910-10', 0.984375
'12156910-60', 0.984375
'12157110-11', 0.99609375
'12157280-14', 0.98046875
'12157280-50', 0.98046875
'12157320-65', 0.984375
'12157320-60', 0.984375
'12157420-60', 0.984375
'12157420-10', 0.984375
'12157420-80', 0.984375
'12157510-10', 0.984375
'12157610-10', 0.984375
'12157730-60', 0.984375
'12157830-11', 0.99609375
'12157910-50', 0.99609375
'12158030-11', 0.99609375
'12158030-50', 0.99609375
'12158130-64', 0.984375
'12158220-60', 0.984375
'12158330-50', 0.984375
'12158330-72', 0.984375
'12158480-11', 0.984375
'12158480-50', 0.984375
'12158510-10', 0.984375
'12158630-52', 0.984375
'12158781-52', 0.98828125
'12158781-11', 0.98828125
'12158820-10', 0.984375
'12158820-64', 0.984375
'12158920-10', 0.98828125
'12158920-19', 0.98828125
'12158920-60', 0.98828125
'12159020-60', 0.984375
'12159110-63', 0.984375
'12159110-60', 0.984375
'12159110-10', 0.984375
'12159120-70', 0.984375
'12159280-70', 0.984375
'12159280-60', 0.984375
'12159330-10', 0.984375
'12159480-50', 0.98046875
'12159580-80', 0.984375
'12159580-50', 0.984375
'12159580-83', 0.984375
'12159620-50', 0.984375
'12159730-50', 0.98828125
'12159730-58', 0.98828125
'12159730-60', 0.98828125
'12159880-10', 0.984375
'12159880-50', 0.984375
'12159980-82', 0.984375
'12159980-83', 0.984375
'12200310-60', 0.99609375
'12200420-70', 0.99609375
'12200510-60', 0.99609375
'12200630-60', 0.99609375
'12200710-10', 0.99609375
'12200830-70', 0.99609375
'12200930-70', 0.99609375
'12201030-70', 0.99609375
'12201130-70', 0.99609375
'12201230-70', 0.99609375
'12201310-60', 0.99609375
'12201410-60', 0.99609375
'12201510-63', 0.99609375
'12201630-70', 0.99609375
'12201810-60', 0.99609375
'12201910-10', 0.99609375
'12201910-60', 0.99609375
'12202010-60', 0.99609375
'12202110-63', 0.99609375
'12202230-60', 0.99609375
'12202310-63', 0.99609375
'12202410-63', 0.99609375
'12202510-20', 0.98828125
'12202510-63', 0.99609375
'12202620-60', 0.98828125
'12202710-10', 0.99609375
'12202810-63', 0.99609375
'12202910-63', 0.99609375
'12203020-60', 0.99609375
'12203120-60', 0.99609375
'12203210-60', 0.99609375
'12203310-10', 0.99609375
'12203410-60', 0.99609375
'12203510-63', 0.99609375
'12203620-60', 0.99609375
'12203710-60', 0.99609375
'12203810-60', 0.99609375
'12203910-10', 0.99609375
'12203910-60', 0.99609375
'12204010-60', 0.99609375
'12204110-60', 0.99609375
'12204210-10', 0.984375
'12204310-60', 0.99609375
'12204410-10', 0.99609375
'12204510-60', 0.99609375
'12204620-60', 0.98828125
'12204710-10', 0.98828125
'12204812-60', 0.98828125
'12204930-32', 0.99609375
'12204930-50', 0.99609375
'12204930-60', 0.99609375
'12205030-50', 0.99609375
'12205030-60', 0.99609375
'12205120-50', 0.99609375
'12205120-70', 0.99609375
'12205230-11', 0.99609375
'12205320-60', 0.99609375
'12205410-60', 0.99609375
'12205510-10', 0.99609375
'12205510-63', 0.99609375
'12205620-50', 0.99609375
'12205720-50', 0.99609375
'12205720-60', 0.99609375
'12205720-61', 0.99609375
'12205720-64', 0.99609375
'12205820-70', 0.99609375
'12205910-10', 0.99609375
'12206030-60', 0.99609375
'12206110-60', 0.99609375
'12206210-10', 0.99609375
'12206210-60', 0.99609375
'12206310-63', 0.99609375
'12206410-10', 0.99609375
'12206510-10', 0.99609375
'12206610-10', 0.99609375
'12206610-70', 0.99609375
'12206660-70', 0.99609375
'12206720-60', 0.99609375
'12206810-60', 0.99609375
'12206810-10', 0.99609375
'12206820-60', 0.99609375
'12206820-62', 0.99609375
'12206820-70', 0.99609375
'12206920-70', 0.99609375
'12207010-60', 0.99609375
'12207010-63', 0.99609375
'12207110-10', 0.99609375
'12207130-50', 0.99609375
'12207230-60', 0.99609375
'12207310-10', 0.99609375
'12207330-70', 0.99609375
'12207410-10', 0.99609375
'12207520-64', 0.99609375
'12207610-10', 0.99609375
'12207610-63', 0.99609375
'12207710-32', 0.99609375
'12207820-50', 0.99609375
'12207820-60', 0.99609375
'12207920-60', 0.99609375
'12208010-63', 0.99609375
'12208130-64', 0.99609375
'12208220-63', 0.99609375
'12208320-63', 0.99609375
'12208420-50', 0.99609375
'12208520-10', 0.99609375
'12208520-60', 0.99609375
'12208630-50', 0.98828125
'12208780-50', 0.984375
'12208810-50', 0.984375
'12208810-63', 0.984375
'12208910-10', 0.99609375
'12209010-10', 0.99609375
'12209110-10', 0.99609375
'12209210-10', 0.99609375
'12209310-10', 0.99609375
'12209410-10', 0.99609375
'12209510-10', 0.99609375
'12209612-60', 0.99609375
'12209620-63', 0.99609375
'12209710-10', 0.99609375
'12209810-60', 0.99609375
'12209910-10', 0.99609375
'12210020-60', 0.9921875
'12210110-60', 0.9921875
'12210210-11', 0.984375
'12210310-60', 0.9921875
'12210410-10', 0.9921875
'12210510-60', 0.984375
'12210610-60', 0.9921875
'12210710-63', 0.984375
'12210810-63', 0.984375
'12210910-10', 0.99609375
'12211030-50', 0.984375
'12211110-60', 0.984375
'12211210-60', 0.9921875
'12211320-60', 0.98828125
'12211410-60', 0.98828125
'12211510-63', 0.98828125
'12211614-50', 0.98828125
'12211710-63', 0.98828125
'12211810-60', 0.98828125
'12211910-10', 0.98828125
'12212010-10', 0.984375
'12212110-60', 0.98828125
'12212210-63', 0.984375
'12212310-30', 0.984375
'12212310-50', 0.984375
'12212410-10', 0.984375
'12212520-10', 0.99609375
'12212610-10', 0.99609375
'12212710-10', 0.99609375
'12212820-60', 0.99609375
'12212820-70', 0.99609375
'12212910-10', 0.99609375
'12213010-10', 0.99609375
'12213120-63', 0.99609375
'12213220-60', 0.99609375
'12213310-63', 0.984375
'12213410-60', 0.99609375
'12213420-70', 0.99609375
'12213420-50', 0.99609375
